UF,MUNICIPIO,COBERTURA_VACINAL
SP,INDIAPORÃ,63.12
SP,ELISIÁRIO,63.06
SP,SÃO PAULO,63.02
SP,GUAPIARA,62.96
SP,BORACÉIA,62.94
SP,ATIBAIA,62.9
SP,TAUBATÉ,62.9
SP,PINDORAMA,62.71
SP,ALVINLÂNDIA,62.68
SP,PONGAÍ,62.67
SP,TUPI PAULISTA,62.66
SP,CAPÃO BONITO,62.62
SP,UBARANA,62.49
SP,SILVEIRAS,62.34
SP,POLONI,62.31
SP,ROSANA,62.13
SP,SANTA ISABEL,61.97
SP,JUMIRIM,61.93
SP,GUAREÍ,61.92
SP,ITAPEVA,61.87
SP,BORBOREMA,61.8
SP,PEDRA BELA,61.75
SP,BOM JESUS DOS PERDÕES,61.71
SP,ARIRANHA,61.68
SP,SANTOS,61.68
SP,SANTO ANTÔNIO DO JARDIM,61.68
SP,MIRA ESTRELA,61.66
SP,PALMEIRA D'OESTE,61.4
SP,ITÁPOLIS,61.35
SP,SANDOVALINA,61.33
SP,ÁGUAS DE SANTA BÁRBARA,61.18
SP,CANANÉIA,61.06
SP,SANTA ALBERTINA,60.98
SP,ITAPORANGA,60.96
SP,GUARUJÁ,60.92
SP,DIVINOLÂNDIA,60.87
SP,PARAIBUNA,60.75
SP,ITAÍ,60.73
SP,BADY BASSITT,60.71
SP,MAIRINQUE,60.6
SP,SANTA CRUZ DA CONCEIÇÃO,60.41
SP,PLANALTO,60.41
SP,JARINU,60.32
SP,MARTINÓPOLIS,60.32
SP,JACI,60.27
SP,FRANCO DA ROCHA,60.1
SP,IACRI,59.98
SP,IRAPUÃ,59.93
SP,TIMBURI,59.87
SP,BRODOWSKI,59.78
SP,ESTIVA GERBI,59.74
SP,RAFARD,59.72
SP,ITANHAÉM,59.67
SP,MAGDA,59.66
SP,AREIAS,59.32
SP,MONTE APRAZÍVEL,59.21
SP,ITABERÁ,59.17
SP,DUARTINA,59.14
SP,VIRADOURO,59.06
SP,GUAIMBÊ,58.92
SP,IBITINGA,58.91
SP,TREMEMBÉ,58.78
SP,SUZANO,58.76
SP,ESTRELA D'OESTE,58.74
SP,MIRANTE DO PARANAPANEMA,58.7
SP,SÃO CARLOS,58.7
SP,AGUAÍ,58.62
SP,SALES,58.62
SP,PAULÍNIA,58.6
SP,ITARARÉ,58.59
SP,MIRACATU,58.55
SP,ITATIBA,58.54
SP,TERRA ROXA,58.52
SP,SANTA ROSA DE VITERBO,58.5
SP,CAMPINA DO MONTE ALEGRE,58.39
SP,REGISTRO,58.29
SP,BARRA DO CHAPÉU,58.25
SP,DIRCE REIS,58.25
SP,LEME,58.22
SP,GASTÃO VIDIGAL,58.17
SP,VISTA ALEGRE DO ALTO,57.88
SP,COLINA,57.86
SP,JUNQUEIRÓPOLIS,57.76
SP,JÚLIO MESQUITA,57.61
SP,PONTALINDA,57.56
SP,CORUMBATAÍ,57.54
SP,IPAUSSU,57.5
SP,SANTA FÉ DO SUL,57.46
SP,BOTUCATU,57.46
SP,ITATINGA,57.42
SP,CAMPOS DO JORDÃO,57.42
SP,TAPIRATIBA,57.39
SP,SÃO VICENTE,57.35
SP,SÃO ROQUE,57.33
SP,ITUVERAVA,57.27
SP,ORLÂNDIA,57.26
SP,MONGAGUÁ,57.22
SP,JACUPIRANGA,57.16
SP,ILHABELA,57.07
SP,GUAÍRA,57.05
SP,SANTO ANTÔNIO DO PINHAL,57.03
SP,ALTO ALEGRE,57.01
SP,SANTA ADÉLIA,56.98
SP,TABAPUÃ,56.87
SP,CEDRAL,56.82
SP,VALINHOS,56.77
SP,VALENTIM GENTIL,56.69
SP,ALTINÓPOLIS,56.66
SP,BARUERI,56.66
SP,LUIZIÂNIA,56.56
SP,SALTINHO,56.52
SP,BOA ESPERANÇA DO SUL,56.42
SP,SÃO JOSÉ DO RIO PRETO,56.41
SP,CARAGUATATUBA,56.31
SP,ESTRELA DO NORTE,56.18
SP,JUQUIÁ,56.16
SP,SABINO,56.09
SP,MONTE ALTO,56.0
SP,BARIRI,55.83
SP,BRAGANÇA PAULISTA,55.67
SP,MESÓPOLIS,55.61
SP,PILAR DO SUL,55.59
SP,SERTÃOZINHO,55.55
SP,SALMOURÃO,55.49
SP,SUD MENNUCCI,55.37
SP,ITAPEVI,55.33
SP,NOVA LUZITÂNIA,55.3
SP,RIBEIRÃO BONITO,55.27
SP,PARDINHO,55.26
SP,PLATINA,55.22
SP,SOROCABA,55.21
SP,BÁLSAMO,55.06
SP,RIO DAS PEDRAS,55.01
SP,MOGI MIRIM,54.97
SP,URÂNIA,54.94
SP,JANDIRA,54.81
SP,JUNDIAÍ,54.8
SP,LAVÍNIA,54.79
SP,IACANGA,54.71
SP,MERIDIANO,54.64
SP,PIRAPORA DO BOM JESUS,54.62
SP,LAVRINHAS,54.4
SP,PRESIDENTE PRUDENTE,54.39
SP,OLÍMPIA,54.33
SP,SÃO BERNARDO DO CAMPO,54.32
SP,NEVES PAULISTA,54.3
SP,AMÉRICO BRASILIENSE,54.26
SP,BARRETOS,54.25
SP,CONCHAL,54.15
SP,COTIA,54.12
SP,PEDREGULHO,54.09
SP,APARECIDA,54.01
SP,SANTA CRUZ DO RIO PARDO,54.0
SP,AREIÓPOLIS,53.86
SP,MIRASSOL,53.82
SP,AURIFLAMA,53.81
SP,JACAREÍ,53.74
SP,ECHAPORÃ,53.71
SP,FLÓRIDA PAULISTA,53.71
SP,HOLAMBRA,53.67
SP,PEREIRA BARRETO,53.67
SP,VOTUPORANGA,53.61
SP,NAZARÉ PAULISTA,53.6
SP,SANTO EXPEDITO,53.56
SP,RIBEIRÃO PIRES,53.54
SP,CESÁRIO LANGE,53.48
SP,MANDURI,53.44
SP,SANTO ANTÔNIO DO ARACANGUÁ,53.36
SP,SÃO CAETANO DO SUL,53.36
SP,SÃO LOURENÇO DA SERRA,53.23
SP,ITUPEVA,53.2
SP,ARUJÁ,53.18
SP,POÁ,53.18
SP,SÃO BENTO DO SAPUCAÍ,53.14
SP,UCHOA,53.06
SP,PAULO DE FARIA,53.05
SP,CERQUILHO,52.98
SP,SALESÓPOLIS,52.83
SP,RIBEIRÃO PRETO,52.81
SP,TUIUTI,52.8
SP,VITÓRIA BRASIL,52.73
SP,IGUAPE,52.72
SP,GUARAÇAÍ,52.69
SP,RANCHARIA,52.68
SP,ARAÇOIABA DA SERRA,52.68
SP,ANDRADINA,52.65
SP,CAMPINAS,52.48
SP,HORTOLÂNDIA,52.35
SP,ALUMÍNIO,52.27
SP,TAPIRAÍ,52.17
SP,CASA BRANCA,52.09
SP,RIFAINA,52.07
SP,BARRA BONITA,52.04
SP,JAGUARIÚNA,51.97
SP,SANTA CRUZ DAS PALMEIRAS,51.89
SP,SOCORRO,51.83
SP,BOITUVA,51.82
SP,FLOREAL,51.8
SP,JERIQUARA,51.77
SP,FERNANDÓPOLIS,51.74
SP,ANGATUBA,51.64
SP,PEDREIRA,51.63
SP,PARAPUÃ,51.62
SP,ARTUR NOGUEIRA,51.6
SP,SÃO JOÃO DA BOA VISTA,51.58
SP,OSVALDO CRUZ,51.54
SP,SANTÓPOLIS DO AGUAPEÍ,51.54
SP,SÃO SEBASTIÃO,51.53
SP,SÃO MIGUEL ARCANJO,51.52
SP,FLORA RICA,51.45
SP,PRAIA GRANDE,51.34
SP,SANTANA DE PARNAÍBA,51.3
SP,VARGEM GRANDE PAULISTA,51.3
SP,MOGI DAS CRUZES,51.18
SP,RUBIÁCEA,51.17
SP,ONDA VERDE,51.15
SP,CACONDE,51.09
SP,PANORAMA,51.0
SP,CUNHA,50.96
SP,PIRATININGA,50.95
SP,SÃO JOSÉ DOS CAMPOS,50.92
SP,EMBU DAS ARTES,50.86
SP,ITAPETININGA,50.85
SP,BAURU,50.8
SP,IPEÚNA,50.79
SP,BERTIOGA,50.63
SP,GUARATINGUETÁ,50.63
SP,MAUÁ,50.63
SP,BROTAS,50.6
SP,SÃO SEBASTIÃO DA GRAMA,50.51
SP,GUARÁ,50.47
SP,AVARÉ,50.36
SP,MONTE MOR,50.21
SP,IBATÉ,50.12
SP,ZACARIAS,50.05
SP,PIRAJU,49.98
SP,PIQUETE,49.87
SP,PALMITAL,49.84
SP,TUPÃ,49.79
SP,PIEDADE,49.78
SP,EUCLIDES DA CUNHA PAULISTA,49.75
SP,VERA CRUZ,49.72
SP,UNIÃO PAULISTA,49.72
SP,MORRO AGUDO,49.68
SP,UBATUBA,49.64
SP,MATÃO,49.62
SP,LARANJAL PAULISTA,49.6
SP,SERRANA,49.51
SP,CABREÚVA,49.34
SP,GUARULHOS,49.32
SP,CORDEIRÓPOLIS,49.22
SP,PORTO FELIZ,49.19
SP,PONTES GESTAL,49.16
SP,QUADRA,49.16
SP,ELIAS FAUSTO,49.07
SP,TAQUARITINGA,49.05
SP,MACATUBA,48.96
SP,IRACEMÁPOLIS,48.93
SP,GABRIEL MONTEIRO,48.92
SP,CAJATI,48.92
SP,BENTO DE ABREU,48.92
SP,SANTO ANDRÉ,48.84
SP,SALTO,48.82
SP,CERQUEIRA CÉSAR,48.82
SP,JUQUITIBA,48.82
SP,ILHA SOLTEIRA,48.55
SP,IGARAÇU DO TIETÊ,48.54
SP,TIETÊ,48.52
SP,DIADEMA,48.32
SP,CHARQUEADA,48.31
SP,ITU,48.21
SP,BIRITIBA MIRIM,48.13
SP,TURIÚBA,47.95
SP,LINS,47.89
SP,MINEIROS DO TIETÊ,47.85
SP,CAPELA DO ALTO,47.84
SP,MOTUCA,47.8
SP,SETE BARRAS,47.79
SP,PIRACICABA,47.75
SP,CÂNDIDO MOTA,47.74
SP,GENERAL SALGADO,47.63
SP,MONTE ALEGRE DO SUL,47.59
SP,ARARAQUARA,47.59
SP,OURO VERDE,47.5
SP,JALES,47.36
SP,GETULINA,47.35
SP,CRUZEIRO,47.32
SP,CASTILHO,47.26
SP,AMPARO,47.17
SP,MOGI GUAÇU,47.11
SP,GUAPIAÇU,46.93
SP,MONTE CASTELO,46.86
SP,SERRA NEGRA,46.82
SP,SALTO DE PIRAPORA,46.77
SP,PEDERNEIRAS,46.59
SP,CAMPO LIMPO PAULISTA,46.51
SP,CACHOEIRA PAULISTA,46.41
SP,SANTA RITA DO PASSA QUATRO,46.21
SP,PIRACAIA,46.19
SP,PARIQUERA-AÇU,46.11
SP,GARÇA,46.09
SP,TARUMÃ,45.99
SP,ESPÍRITO SANTO DO PINHAL,45.83
SP,PIRASSUNUNGA,45.8
SP,RINÓPOLIS,45.65
SP,COSMÓPOLIS,45.63
SP,PACAEMBU,45.59
SP,BARRA DO TURVO,45.57
SP,BURITAMA,45.49
SP,SARAPUÍ,45.44
SP,MARÍLIA,45.37
SP,CUBATÃO,45.36
SP,ITAQUAQUECETUBA,45.32
SP,SAGRES,45.3
SP,AREALVA,45.18
SP,BIRIGUI,45.15
SP,JAÚ,45.06
SP,CAÇAPAVA,45.03
SP,ITIRAPINA,44.99
SP,VALPARAÍSO,44.92
SP,PINDAMONHANGABA,44.88
SP,CARAPICUÍBA,44.82
SP,FRANCISCO MORATO,44.81
SP,SÃO SIMÃO,44.81
SP,SANTA LÚCIA,44.74
SP,PARAGUAÇU PAULISTA,44.73
SP,BERNARDINO DE CAMPOS,44.71
SP,SALES OLIVEIRA,44.57
SP,SANTO ANASTÁCIO,44.56
SP,AMERICANA,44.53
SP,MONTE AZUL PAULISTA,44.52
SP,LINDÓIA,44.45
SP,EMBU-GUAÇU,44.38
SP,SANTA ERNESTINA,44.38
SP,ITAPURA,44.3
SP,ARAÇATUBA,44.26
SP,SÃO JOSÉ DA BELA VISTA,44.25
SP,JABOTICABAL,44.12
SP,POTIRENDABA,44.11
SP,SANTA GERTRUDES,44.11
SP,TAMBAÚ,44.07
SP,NOVA GRANADA,44.06
SP,IBIRÁ,43.97
SP,ITAPUÍ,43.96
SP,NOVA CASTILHO,43.9
SP,SANTA BÁRBARA D'OESTE,43.89
SP,RIO CLARO,43.81
SP,GUARANI D'OESTE,43.72
SP,MOMBUCA,43.71
SP,FRANCA,43.64
SP,COROADOS,43.64
SP,IPERÓ,43.63
SP,LUPÉRCIO,43.54
SP,SANTA BRANCA,43.25
SP,RINCÃO,43.19
SP,PATROCÍNIO PAULISTA,43.13
SP,PEDRO DE TOLEDO,43.0
SP,SÃO JOÃO DO PAU D'ALHO,42.79
SP,SEVERÍNIA,42.76
SP,VÁRZEA PAULISTA,42.73
SP,AVAÍ,42.57
SP,MIRANDÓPOLIS,42.56
SP,ÁLVARO DE CARVALHO,42.46
SP,DRACENA,42.46
SP,PALESTINA,42.39
SP,MIGUELÓPOLIS,42.38
SP,MARACAÍ,42.27
SP,NHANDEARA,42.23
SP,CATANDUVA,42.17
SP,NOVA ODESSA,42.15
SP,ITAPECERICA DA SERRA,42.11
SP,ITAPIRA,41.87
SP,VOTORANTIM,41.77
SP,ARAMINA,41.76
SP,GUARARAPES,41.62
SP,SÃO JOAQUIM DA BARRA,41.46
SP,SUZANÁPOLIS,41.39
SP,CONCHAS,41.26
SP,ÁGUAS DE LINDÓIA,41.21
SP,ITARIRI,41.21
SP,ICÉM,41.14
SP,MAIRIPORÃ,41.1
SP,QUELUZ,40.95
SP,LIMEIRA,40.9
SP,DOBRADA,40.88
SP,CRAVINHOS,40.84
SP,PIRAJUÍ,40.8
SP,ORIENTE,40.68
SP,LENÇÓIS PAULISTA,40.48
SP,CAIABU,40.45
SP,TORRINHA,40.35
SP,POTIM,40.28
SP,BARBOSA,40.25
SP,SANTO ANTÔNIO DE POSSE,40.18
SP,SÃO PEDRO DO TURVO,40.13
SP,AGUDOS,40.13
SP,BARRINHA,40.04
SP,ASSIS,39.64
SP,CHAVANTES,39.62
SP,TABOÃO DA SERRA,39.52
SP,NOVA ALIANÇA,39.52
SP,BOREBI,39.42
SP,IBIÚNA,39.3
SP,ANALÂNDIA,39.18
SP,MORUNGABA,39.13
SP,PENÁPOLIS,38.87
SP,SUMARÉ,38.83
SP,RIBEIRÃO DO SUL,38.46
SP,UBIRAJARA,38.26
SP,NUPORANGA,38.17
SP,FERRAZ DE VASCONCELOS,37.43
SP,BRAÚNA,36.46
SP,PIACATU,35.51
SP,IPORANGA,33.9
SP,AVANHANDAVA,32.79
SP,RIO GRANDE DA SERRA,32.56
SP,HERCULÂNDIA,31.97
SP,NATIVIDADE DA SERRA,30.63
SP,POMPÉIA,30.15
SP,NOVA EUROPA,29.49
SP,DOURADO,29.38
TO,SÃO SALVADOR DO TOCANTINS,179.56
TO,NAZARÉ,108.22
TO,ESPERANTINA,106.39
TO,SÍTIO NOVO DO TOCANTINS,104.1
TO,ARAGUAÇU,100.88
TO,ARAPOEMA,100.8
TO,DOIS IRMÃOS DO TOCANTINS,100.2
TO,SAMPAIO,99.3
TO,CRIXÁS DO TOCANTINS,98.76
TO,CRISTALÂNDIA,98.63
TO,SANTA ROSA DO TOCANTINS,97.85
TO,ANGICO,97.71
TO,TALISMÃ,97.32
TO,DIVINÓPOLIS DO TOCANTINS,96.76
TO,SANTA RITA DO TOCANTINS,96.74
TO,SÃO FÉLIX DO TOCANTINS,95.65
TO,JUARINA,95.31
TO,MONTE SANTO DO TOCANTINS,95.21
TO,PALMEIRÓPOLIS,94.17
TO,COMBINADO,91.42
TO,TABOCÃO,91.34
TO,CHAPADA DE AREIA,90.68
TO,SANTA TEREZA DO TOCANTINS,90.33
TO,SANTA FÉ DO ARAGUAIA,87.69
TO,PIUM,87.67
TO,BERNARDO SAYÃO,87.14
TO,AURORA DO TOCANTINS,86.98
TO,RIO DOS BOIS,85.98
TO,ARRAIAS,85.31
TO,PUGMIL,85.2
TO,PALMEIRAS DO TOCANTINS,84.54
TO,ABREULÂNDIA,82.07
TO,SÃO SEBASTIÃO DO TOCANTINS,81.44
TO,BREJINHO DE NAZARÉ,81.33
TO,NOVO ALEGRE,80.72
TO,PAU D'ARCO,80.69
TO,ARAGOMINAS,80.27
TO,AXIXÁ DO TOCANTINS,79.42
TO,LAJEADO,79.23
TO,SUCUPIRA,78.29
TO,NOVO ACORDO,78.08
TO,APARECIDA DO RIO NEGRO,78.08
TO,ITAPIRATINS,77.39
TO,CARIRI DO TOCANTINS,77.29
TO,MIRANORTE,76.67
TO,MURICILÂNDIA,75.88
TO,BRASILÂNDIA DO TOCANTINS,75.84
TO,COUTO MAGALHÃES,75.29
TO,SANTA TEREZINHA DO TOCANTINS,75.16
TO,CENTENÁRIO,75.1
TO,PORTO ALEGRE DO TOCANTINS,75.03
TO,PARANÃ,73.99
TO,LAVANDEIRA,73.16
TO,TAGUATINGA,71.98
TO,BURITI DO TOCANTINS,71.19
TO,SÃO VALÉRIO,70.42
TO,JAÚ DO TOCANTINS,69.71
TO,FIGUEIRÓPOLIS,69.32
TO,RECURSOLÂNDIA,69.08
TO,FÁTIMA,68.41
TO,PEIXE,68.3
TO,ITAGUATINS,68.1
TO,CARRASCO BONITO,67.88
TO,TUPIRAMA,67.44
TO,NOVA OLINDA,66.85
TO,SÃO BENTO DO TOCANTINS,66.33
TO,PONTE ALTA DO BOM JESUS,65.91
TO,COLMÉIA,64.97
TO,SANTA MARIA DO TOCANTINS,64.0
TO,LAGOA DO TOCANTINS,63.97
TO,PINDORAMA DO TOCANTINS,63.66
TO,CONCEIÇÃO DO TOCANTINS,63.46
TO,ARAGUACEMA,63.32
TO,NOVA ROSALÂNDIA,63.24
TO,CHAPADA DA NATIVIDADE,61.8
TO,TAIPAS DO TOCANTINS,61.8
TO,BOM JESUS DO TOCANTINS,61.65
TO,GUARAÍ,61.13
TO,TUPIRATINS,61.04
TO,ITAPORÃ DO TOCANTINS,60.78
TO,TOCANTINÓPOLIS,60.54
TO,MATEIROS,60.51
TO,ALIANÇA DO TOCANTINS,60.41
TO,PORTO NACIONAL,60.06
TO,WANDERLÂNDIA,59.86
TO,COLINAS DO TOCANTINS,59.51
TO,BANDEIRANTES DO TOCANTINS,59.44
TO,DUERÉ,59.31
TO,BABAÇULÂNDIA,59.17
TO,PEDRO AFONSO,58.9
TO,BARROLÂNDIA,58.23
TO,CAMPOS LINDOS,58.04
TO,RIACHINHO,57.76
TO,AUGUSTINÓPOLIS,57.35
TO,SÃO MIGUEL DO TOCANTINS,57.18
TO,GOIANORTE,56.71
TO,RIO DA CONCEIÇÃO,56.09
TO,ITACAJÁ,55.66
TO,MIRACEMA DO TOCANTINS,55.37
TO,PRESIDENTE KENNEDY,55.04
TO,CARMOLÂNDIA,54.34
TO,OLIVEIRA DE FÁTIMA,54.17
TO,PONTE ALTA DO TOCANTINS,53.96
TO,ANANÁS,53.93
TO,BARRA DO OURO,53.83
TO,DIANÓPOLIS,53.5
TO,PARAÍSO DO TOCANTINS,53.43
TO,SILVANÓPOLIS,53.08
TO,AGUIARNÓPOLIS,52.78
TO,XAMBIOÁ,52.58
TO,CACHOEIRINHA,52.28
TO,GOIATINS,52.12
TO,CASEARA,51.39
TO,PIRAQUÊ,51.31
TO,ARAGUATINS,50.97
TO,DARCINÓPOLIS,50.78
TO,ARAGUANÃ,50.75
TO,IPUEIRAS,50.66
TO,NATIVIDADE,50.61
TO,SANDOLÂNDIA,50.16
TO,PEQUIZEIRO,50.0
TO,LAGOA DA CONFUSÃO,48.53
TO,ALMAS,48.23
TO,ARAGUAÍNA,48.03
TO,LIZARDA,47.28
TO,MARIANÓPOLIS DO TOCANTINS,46.98
TO,NOVO JARDIM,46.77
TO,FILADÉLFIA,46.39
TO,MONTE DO CARMO,45.78
TO,RIO SONO,45.14
TO,PRAIA NORTE,43.47
TO,LUZINÓPOLIS,42.55
TO,PALMAS,42.32
TO,GURUPI,40.76
TO,ALVORADA,39.87
TO,MAURILÂNDIA DO TOCANTINS,38.14
TO,FORMOSO DO ARAGUAIA,36.33
TO,PALMEIRANTE,36.13
TO,TOCANTÍNIA,27.04
